sigla_uf,nome_municipio2,n_partidos_vitoriosos,n_partidos,porcentagem_eleitos
GO,Nova Iguaçu de Goiás,5.0,9.0,0.5555555555555556
PR,Tunas do Paraná,5.0,11.0,0.45454545454545453
RS,Cerrito,5.0,6.0,0.8333333333333334
GO,Alto Paraíso de Goiás,5.0,12.0,0.4166666666666667
RS,Jaguarão,5.0,9.0,0.5555555555555556
RS,Morro Redondo,5.0,7.0,0.7142857142857143
SP,Rio das Pedras,5.0,11.0,0.45454545454545453
AM,Manaquiri,5.0,9.0,0.5555555555555556
RJ,Paracambi,5.0,14.0,0.35714285714285715
PI,Marcos Parente,5.0,7.0,0.7142857142857143
AM,Rio Preto da Eva,5.0,9.0,0.5555555555555556
PI,Jerumenha,5.0,8.0,0.625
PR,Itaperuçu,5.0,11.0,0.45454545454545453
AM,Caapiranga,5.0,8.0,0.625
RS,Candiota,5.0,8.0,0.625
RS,Pinheiro Machado,5.0,8.0,0.625
RS,Santa Vitória do Palmar,5.0,9.0,0.5555555555555556
AL,Piaçabuçu,5.0,9.0,0.5555555555555556
SC,São Francisco do Sul,5.0,16.0,0.3125
SC,Massaranduba,5.0,8.0,0.625
MG,Santo Hipólito,5.0,8.0,0.625
PE,Tupanatinga,5.0,9.0,0.5555555555555556
PE,Itaíba,5.0,7.0,0.7142857142857143
SP,Pitangueiras,5.0,10.0,0.5
PR,Céu Azul,5.0,11.0,0.45454545454545453
SP,Barra do Chapéu,5.0,8.0,0.625
PE,Palmeirina,5.0,10.0,0.5
PR,Saudade do Iguaçu,5.0,10.0,0.5
PR,Capitão Leônidas Marques,5.0,11.0,0.45454545454545453
SP,Santo Antônio da Alegria,5.0,9.0,0.5555555555555556
MG,Ribeirão Vermelho,5.0,7.0,0.7142857142857143
PE,Iati,5.0,10.0,0.5
SP,Taguaí,5.0,9.0,0.5555555555555556
SP,Serra Azul,5.0,11.0,0.45454545454545453
MG,São Brás do Suaçuí,5.0,10.0,0.5
SP,Colina,5.0,8.0,0.625
PE,Bom Conselho,5.0,12.0,0.4166666666666667
SP,Guariba,5.0,10.0,0.5
MG,Araújos,5.0,9.0,0.5555555555555556
PE,São Bento do Una,5.0,9.0,0.5555555555555556
SP,Cássia dos Coqueiros,5.0,7.0,0.7142857142857143
ES,Ponto Belo,5.0,8.0,0.625
SP,Angatuba,5.0,14.0,0.35714285714285715
SP,Alambari,5.0,7.0,0.7142857142857143
PR,Ramilândia,5.0,9.0,0.5555555555555556
SP,Ribeirão Grande,5.0,9.0,0.5555555555555556
RJ,São Francisco de Itabapoana,5.0,14.0,0.35714285714285715
RJ,São João da Barra,5.0,13.0,0.38461538461538464
RJ,Quissamã,5.0,10.0,0.5
AL,Rio Largo,5.0,10.0,0.5
SP,Pirangi,5.0,6.0,0.8333333333333334
SP,Vista Alegre do Alto,5.0,7.0,0.7142857142857143
MG,Serranos,5.0,7.0,0.7142857142857143
SP,Manduri,5.0,7.0,0.7142857142857143
SP,Altinópolis,5.0,8.0,0.625
SP,Itaporanga,5.0,10.0,0.5
SP,Itapirapuã Paulista,5.0,8.0,0.625
SP,Itaoca,5.0,9.0,0.5555555555555556
SP,Dumont,5.0,9.0,0.5555555555555556
PE,São Joaquim do Monte,5.0,8.0,0.625
PE,São Caitano,5.0,13.0,0.38461538461538464
SP,Jaborandi,5.0,8.0,0.625
PR,Engenheiro Beltrão,5.0,10.0,0.5
MG,Madre de Deus de Minas,5.0,9.0,0.5555555555555556
PB,Santa Cecília,5.0,7.0,0.7142857142857143
PR,Luiziana,5.0,7.0,0.7142857142857143
SP,Cordeirópolis,5.0,14.0,0.35714285714285715
PR,Quinta do Sol,5.0,6.0,0.8333333333333334
PR,Roncador,5.0,9.0,0.5555555555555556
PB,Massaranduba,5.0,8.0,0.625
PB,Lagoa Seca,5.0,9.0,0.5555555555555556
PR,Ubiratã,5.0,8.0,0.625
SC,Araquari,5.0,7.0,0.7142857142857143
SC,Balneário Barra do Sul,5.0,9.0,0.5555555555555556
SP,Saltinho,5.0,10.0,0.5
PB,Areia,5.0,13.0,0.38461538461538464
SC,Itapoá,5.0,15.0,0.3333333333333333
PB,Alagoa Nova,5.0,10.0,0.5
PB,Alagoa Grande,5.0,11.0,0.45454545454545453
MG,Nazareno,5.0,10.0,0.5
PR,Campina da Lagoa,5.0,7.0,0.7142857142857143
PB,Damião,5.0,8.0,0.625
PR,Araruna,5.0,8.0,0.625
MG,Carrancas,5.0,7.0,0.7142857142857143
SP,Taquaral,5.0,7.0,0.7142857142857143
SP,Terra Roxa,5.0,7.0,0.7142857142857143
PR,Braganey,5.0,7.0,0.7142857142857143
SP,Jeriquara,5.0,7.0,0.7142857142857143
SP,Restinga,5.0,6.0,0.8333333333333334
PR,Vitorino,5.0,9.0,0.5555555555555556
PE,Bezerros,5.0,11.0,0.45454545454545453
PB,Mogeiro,5.0,8.0,0.625
PE,Altinho,5.0,7.0,0.7142857142857143
PE,Surubim,5.0,15.0,0.3333333333333333
SP,Aramina,5.0,7.0,0.7142857142857143
PE,Passira,5.0,11.0,0.45454545454545453
SP,Buritizal,5.0,8.0,0.625
SP,Igarapava,5.0,11.0,0.45454545454545453
MG,Resende Costa,5.0,8.0,0.625
PE,Feira Nova,5.0,6.0,0.8333333333333334
PR,Altamira do Paraná,5.0,6.0,0.8333333333333334
SP,São José da Bela Vista,5.0,9.0,0.5555555555555556
PR,Borrazópolis,5.0,8.0,0.625
MT,Vila Rica,5.0,7.0,0.7142857142857143
PR,Cambira,5.0,8.0,0.625
RS,Sananduva,5.0,8.0,0.625
BA,Anagé,5.0,13.0,0.38461538461538464
RS,Tapejara,5.0,8.0,0.625
RS,Tupanci do Sul,5.0,6.0,0.8333333333333334
RS,Dois Irmãos das Missões,5.0,7.0,0.7142857142857143
RS,Novo Barreiro,5.0,8.0,0.625
RS,Palmeira das Missões,5.0,10.0,0.5
RS,Sagrada Família,5.0,5.0,1.0
PA,Nova Esperança do Piriá,5.0,8.0,0.625
PA,Garrafão do Norte,5.0,6.0,0.8333333333333334
PA,Mãe do Rio,5.0,16.0,0.3125
MG,Cássia,5.0,11.0,0.45454545454545453
PA,Aurora do Pará,5.0,9.0,0.5555555555555556
MG,Claraval,5.0,7.0,0.7142857142857143
PA,Santarém Novo,5.0,14.0,0.35714285714285715
PA,Primavera,5.0,7.0,0.7142857142857143
MS,Porto Murtinho,5.0,11.0,0.45454545454545453
MA,Santana do Maranhão,5.0,10.0,0.5
PA,Bonito,5.0,8.0,0.625
MA,Alto Alegre do Maranhão,5.0,10.0,0.5
RS,Mormaço,5.0,7.0,0.7142857142857143
CE,Penaforte,5.0,6.0,0.8333333333333334
RS,Chapada,5.0,8.0,0.625
RS,Constantina,5.0,7.0,0.7142857142857143
RS,Engenho Velho,5.0,5.0,1.0
RS,Ametista do Sul,5.0,7.0,0.7142857142857143
BA,Mutuípe,5.0,9.0,0.5555555555555556
RS,Liberato Salzano,5.0,7.0,0.7142857142857143
RS,Palmitinho,5.0,7.0,0.7142857142857143
MA,São João dos Patos,5.0,8.0,0.625
RS,Taquaruçu do Sul,5.0,8.0,0.625
RS,David Canabarro,5.0,7.0,0.7142857142857143
RS,Muliterno,5.0,6.0,0.8333333333333334
RS,Santo Antônio do Palma,5.0,6.0,0.8333333333333334
MG,Elói Mendes,5.0,10.0,0.5
RS,Fontoura Xavier,5.0,9.0,0.5555555555555556
MA,São João do Soter,5.0,7.0,0.7142857142857143
RS,Ibirapuitã,5.0,6.0,0.8333333333333334
BA,Ibicuí,5.0,9.0,0.5555555555555556
RS,Jacuizinho,5.0,6.0,0.8333333333333334
MG,Guapé,5.0,9.0,0.5555555555555556
MT,Nobres,5.0,6.0,0.8333333333333334
MT,Santa Carmem,5.0,6.0,0.8333333333333334
MG,Serrania,5.0,8.0,0.625
AM,Humaitá,5.0,14.0,0.35714285714285715
MG,Teixeiras,5.0,6.0,0.8333333333333334
MT,Terra Nova do Norte,5.0,7.0,0.7142857142857143
MT,Ipiranga do Norte,5.0,9.0,0.5555555555555556
AM,Canutama,5.0,7.0,0.7142857142857143
MT,Nova Ubiratã,5.0,11.0,0.45454545454545453
MT,Cotriguaçu,5.0,10.0,0.5
MT,Juruena,5.0,11.0,0.45454545454545453
MT,Nova Monte Verde,5.0,8.0,0.625
MT,Paranaíta,5.0,7.0,0.7142857142857143
MG,Ervália,5.0,7.0,0.7142857142857143
PR,Pérola d'Oeste,5.0,7.0,0.7142857142857143
MG,Coimbra,5.0,8.0,0.625
MT,Gaúcha do Norte,5.0,6.0,0.8333333333333334
GO,Carmo do Rio Verde,5.0,6.0,0.8333333333333334
MG,Poço Fundo,5.0,8.0,0.625
MG,Espera Feliz,5.0,10.0,0.5
PA,Concórdia do Pará,5.0,11.0,0.45454545454545453
MT,Marcelândia,5.0,5.0,1.0
MG,Pratápolis,5.0,6.0,0.8333333333333334
MG,São João Batista do Glória,5.0,9.0,0.5555555555555556
PA,São João da Ponta,5.0,7.0,0.7142857142857143
PA,São Francisco do Pará,5.0,11.0,0.45454545454545453
BA,Cândido Sales,5.0,11.0,0.45454545454545453
PA,Marapanim,5.0,11.0,0.45454545454545453
PA,Maracanã,5.0,12.0,0.4166666666666667
PA,Magalhães Barata,5.0,14.0,0.35714285714285715
MT,Sapezal,5.0,7.0,0.7142857142857143
MG,Alterosa,5.0,7.0,0.7142857142857143
BA,Condeúba,5.0,6.0,0.8333333333333334
MT,Nova Maringá,5.0,9.0,0.5555555555555556
MT,São José do Rio Claro,5.0,10.0,0.5
MT,Cláudia,5.0,8.0,0.625
MT,Feliz Natal,5.0,9.0,0.5555555555555556
PA,Limoeiro do Ajuru,5.0,9.0,0.5555555555555556
MT,Itaúba,5.0,9.0,0.5555555555555556
PR,Califórnia,5.0,7.0,0.7142857142857143
RS,Ibirubá,5.0,10.0,0.5
MG,Tombos,5.0,8.0,0.625
PI,Marcolândia,5.0,6.0,0.8333333333333334
PB,Cabedelo,5.0,11.0,0.45454545454545453
PB,Caaporã,5.0,8.0,0.625
PR,Mallet,5.0,11.0,0.45454545454545453
SC,São Bernardino,5.0,7.0,0.7142857142857143
SC,São Lourenço do Oeste,5.0,7.0,0.7142857142857143
BA,Aurelino Leal,5.0,6.0,0.8333333333333334
SC,Calmon,5.0,8.0,0.625
RN,Pedro Velho,5.0,10.0,0.5
CE,Várzea Alegre,5.0,7.0,0.7142857142857143
RN,Baía Formosa,5.0,9.0,0.5555555555555556
RN,Touros,5.0,16.0,0.3125
SC,Pinheiro Preto,5.0,8.0,0.625
SC,Rio das Antas,5.0,8.0,0.625
RN,São Miguel do Gostoso,5.0,9.0,0.5555555555555556
SC,Salto Veloso,5.0,9.0,0.5555555555555556
BA,Taperoá,5.0,8.0,0.625
RS,Augusto Pestana,5.0,7.0,0.7142857142857143
SC,Novo Horizonte,5.0,8.0,0.625
RS,Inhacorá,5.0,5.0,1.0
PR,Irati,5.0,17.0,0.29411764705882354
PB,Pedras de Fogo,5.0,8.0,0.625
PE,Timbaúba,5.0,11.0,0.45454545454545453
SC,Tunápolis,5.0,6.0,0.8333333333333334
PE,Itambé,5.0,7.0,0.7142857142857143
SC,Arabutã,5.0,8.0,0.625
SC,Concórdia,5.0,9.0,0.5555555555555556
SC,Ipumirim,5.0,6.0,0.8333333333333334
SC,Itá,5.0,8.0,0.625
SC,Seara,5.0,6.0,0.8333333333333334
SC,Abelardo Luz,5.0,9.0,0.5555555555555556
SC,Entre Rios,5.0,8.0,0.625
PB,Mamanguape,5.0,7.0,0.7142857142857143
PB,Jacaraú,5.0,9.0,0.5555555555555556
SC,Faxinal dos Guedes,5.0,8.0,0.625
SC,Ponte Serrada,5.0,8.0,0.625
PB,Sapé,5.0,12.0,0.4166666666666667
BA,Barro Preto,5.0,7.0,0.7142857142857143
SC,Cunha Porã,5.0,7.0,0.7142857142857143
SC,Santa Terezinha do Progresso,5.0,7.0,0.7142857142857143
MG,Bocaina de Minas,5.0,11.0,0.45454545454545453
BA,Jiquiriçá,5.0,7.0,0.7142857142857143
BA,Igrapiúna,5.0,10.0,0.5
RS,Salvador das Missões,5.0,6.0,0.8333333333333334
RS,Ubiretama,5.0,8.0,0.625
RS,Pontão,5.0,9.0,0.5555555555555556
RS,Ronda Alta,5.0,7.0,0.7142857142857143
RS,Áurea,5.0,8.0,0.625
RS,Barão de Cotegipe,5.0,7.0,0.7142857142857143
RS,Campinas do Sul,5.0,8.0,0.625
RS,Cruzaltense,5.0,6.0,0.8333333333333334
BA,Cairu,5.0,10.0,0.5
RS,Erval Grande,5.0,7.0,0.7142857142857143
RS,Estação,5.0,9.0,0.5555555555555556
RS,Faxinalzinho,5.0,5.0,1.0
RS,Gaurama,5.0,5.0,1.0
RS,Marcelino Ramos,5.0,6.0,0.8333333333333334
PI,Picos,5.0,9.0,0.5555555555555556
RS,São Valentim,5.0,8.0,0.625
RS,Três Arroios,5.0,5.0,1.0
RS,Três de Maio,5.0,8.0,0.625
RS,Horizontina,5.0,9.0,0.5555555555555556
RS,São Luiz Gonzaga,5.0,7.0,0.7142857142857143
RS,Bossoroca,5.0,6.0,0.8333333333333334
RS,Santo Augusto,5.0,8.0,0.625
RS,Campina das Missões,5.0,7.0,0.7142857142857143
CE,Nova Russas,5.0,9.0,0.5555555555555556
RS,Porto Lucena,5.0,6.0,0.8333333333333334
RS,Porto Mauá,5.0,6.0,0.8333333333333334
RS,Tucunduva,5.0,8.0,0.625
RS,Giruá,5.0,7.0,0.7142857142857143
RS,Guarani das Missões,5.0,6.0,0.8333333333333334
MT,Paranatinga,5.0,10.0,0.5
CE,Acopiara,5.0,8.0,0.625
MG,Liberdade,5.0,10.0,0.5
CE,Pedra Branca,5.0,13.0,0.38461538461538464
RS,Crissiumal,5.0,14.0,0.35714285714285715
BA,Milagres,5.0,9.0,0.5555555555555556
RS,Miraguaí,5.0,9.0,0.5555555555555556
PI,São João do Piauí,5.0,10.0,0.5
RS,Tenente Portela,5.0,7.0,0.7142857142857143
RS,Tiradentes do Sul,5.0,8.0,0.625
RS,Sete de Setembro,5.0,6.0,0.8333333333333334
GO,Faina,5.0,10.0,0.5
MG,Gonzaga,5.0,6.0,0.8333333333333334
GO,Itapirapuã,5.0,10.0,0.5
SC,Zortéa,5.0,7.0,0.7142857142857143
SC,Celso Ramos,5.0,8.0,0.625
SC,Campos Novos,5.0,8.0,0.625
SC,São Cristóvão do Sul,5.0,7.0,0.7142857142857143
TO,Novo Acordo,5.0,8.0,0.625
AC,Sena Madureira,5.0,9.0,0.5555555555555556
MT,Conquista D'Oeste,5.0,6.0,0.8333333333333334
AC,Santa Rosa do Purus,5.0,10.0,0.5
AC,Xapuri,5.0,9.0,0.5555555555555556
MG,Guiricema,5.0,8.0,0.625
TO,São Félix do Tocantins,5.0,8.0,0.625
AC,Assis Brasil,5.0,11.0,0.45454545454545453
TO,Natividade,5.0,12.0,0.4166666666666667
SC,Urubici,5.0,6.0,0.8333333333333334
MT,Jauru,5.0,11.0,0.45454545454545453
RS,Aceguá,5.0,10.0,0.5
RO,Pimenteiras do Oeste,5.0,8.0,0.625
MG,São Tomé das Letras,5.0,10.0,0.5
GO,Terezópolis de Goiás,5.0,8.0,0.625
RS,Lavras do Sul,5.0,8.0,0.625
GO,Nova Veneza,5.0,8.0,0.625
MG,Santana da Vargem,5.0,8.0,0.625
RO,Nova Brasilândia D'Oeste,5.0,8.0,0.625
MT,Lambari D'Oeste,5.0,9.0,0.5555555555555556
MG,Guaraciaba,5.0,8.0,0.625
GO,Brazabrantes,5.0,9.0,0.5555555555555556
RO,São Felipe D'Oeste,5.0,9.0,0.5555555555555556
RS,Dom Pedrito,5.0,9.0,0.5555555555555556
BA,Dário Meira,5.0,8.0,0.625
RO,Chupinguaia,5.0,11.0,0.45454545454545453
SC,São Joaquim,5.0,9.0,0.5555555555555556
MG,Jacuí,5.0,9.0,0.5555555555555556
MG,Bueno Brandão,5.0,7.0,0.7142857142857143
MT,Porto Estrela,5.0,8.0,0.625
MT,Nova Olímpia,5.0,8.0,0.625
AM,Ipixuna,5.0,7.0,0.7142857142857143
MS,Brasilândia,5.0,7.0,0.7142857142857143
MS,Bataguassu,5.0,8.0,0.625
AM,Itamarati,5.0,7.0,0.7142857142857143
PA,Salvaterra,5.0,20.0,0.25
RS,Tupanciretã,5.0,12.0,0.4166666666666667
MS,Selvíria,5.0,6.0,0.8333333333333334
RR,Caroebe,5.0,8.0,0.625
RR,Iracema,5.0,7.0,0.7142857142857143
SC,Balneário Gaivota,5.0,11.0,0.45454545454545453
PA,Cachoeira do Arari,5.0,13.0,0.38461538461538464
RS,São Vicente do Sul,5.0,6.0,0.8333333333333334
RS,Restinga Sêca,5.0,8.0,0.625
RS,São Pedro do Sul,5.0,9.0,0.5555555555555556
MG,Rio Doce,5.0,8.0,0.625
SC,Correia Pinto,5.0,9.0,0.5555555555555556
PA,Santa Cruz do Arari,5.0,8.0,0.625
MG,Tabuleiro,5.0,6.0,0.8333333333333334
AM,Amaturá,5.0,15.0,0.3333333333333333
AM,Atalaia do Norte,5.0,10.0,0.5
TO,Aparecida do Rio Negro,5.0,9.0,0.5555555555555556
MG,Santo Antônio do Grama,5.0,8.0,0.625
AM,Santo Antônio do Içá,5.0,11.0,0.45454545454545453
SC,São Martinho,5.0,7.0,0.7142857142857143
MG,Visconde do Rio Branco,5.0,8.0,0.625
MS,Costa Rica,5.0,8.0,0.625
AM,Tonantins,5.0,11.0,0.45454545454545453
AP,Cutias,5.0,9.0,0.5555555555555556
MS,Cassilândia,5.0,9.0,0.5555555555555556
MG,São Geraldo,5.0,6.0,0.8333333333333334
MG,Silveirânia,5.0,6.0,0.8333333333333334
AM,Eirunepé,5.0,10.0,0.5
MG,Careaçu,5.0,8.0,0.625
RS,Alegrete,5.0,13.0,0.38461538461538464
RO,Novo Horizonte do Oeste,5.0,7.0,0.7142857142857143
RO,Theobroma,5.0,10.0,0.5
MG,Laranjal,5.0,11.0,0.45454545454545453
RO,Vale do Anari,5.0,8.0,0.625
PR,Rosário do Ivaí,5.0,9.0,0.5555555555555556
TO,Paranã,5.0,9.0,0.5555555555555556
MG,Recreio,5.0,7.0,0.7142857142857143
GO,Itaguaru,5.0,10.0,0.5
TO,São Valério,5.0,9.0,0.5555555555555556
GO,Taquaral de Goiás,5.0,12.0,0.4166666666666667
GO,Guaraíta,5.0,6.0,0.8333333333333334
PR,Jardim Alegre,5.0,9.0,0.5555555555555556
PR,Ivaiporã,5.0,8.0,0.625
RO,Monte Negro,5.0,10.0,0.5
TO,Combinado,5.0,9.0,0.5555555555555556
MG,Guarani,5.0,9.0,0.5555555555555556
TO,Dianópolis,5.0,11.0,0.45454545454545453
PR,Ariranha do Ivaí,5.0,7.0,0.7142857142857143
GO,Novo Brasil,5.0,8.0,0.625
RS,Uruguaiana,5.0,13.0,0.38461538461538464
PR,Planalto,5.0,8.0,0.625
PR,São Pedro do Ivaí,5.0,6.0,0.8333333333333334
GO,Ivolândia,5.0,6.0,0.8333333333333334
PR,Rio Bom,5.0,9.0,0.5555555555555556
PR,Mauá da Serra,5.0,9.0,0.5555555555555556
MA,Turiaçu,5.0,11.0,0.45454545454545453
MA,Turilândia,5.0,9.0,0.5555555555555556
GO,Montes Claros de Goiás,5.0,8.0,0.625
MA,Alto Alegre do Pindaré,5.0,8.0,0.625
GO,Mozarlândia,5.0,10.0,0.5
RS,São Borja,5.0,11.0,0.45454545454545453
PR,São João do Ivaí,5.0,7.0,0.7142857142857143
RO,Mirante da Serra,5.0,9.0,0.5555555555555556
PA,Gurupá,5.0,12.0,0.4166666666666667
MG,Itamarati de Minas,5.0,6.0,0.8333333333333334
MG,Dona Euzébia,5.0,8.0,0.625
SC,Anita Garibaldi,5.0,9.0,0.5555555555555556
RO,Presidente Médici,5.0,11.0,0.45454545454545453
SC,Cerro Negro,5.0,6.0,0.8333333333333334
BA,Jaguaquara,5.0,10.0,0.5
GO,Jesúpolis,5.0,9.0,0.5555555555555556
MG,Carmo da Cachoeira,5.0,10.0,0.5
GO,Leopoldo de Bulhões,5.0,9.0,0.5555555555555556
SC,Bom Retiro,5.0,8.0,0.625
BA,Itaquara,5.0,7.0,0.7142857142857143
SC,Campo Belo do Sul,5.0,9.0,0.5555555555555556
GO,Campo Limpo de Goiás,5.0,7.0,0.7142857142857143
RO,Nova União,5.0,7.0,0.7142857142857143
SC,Armazém,6.0,8.0,0.75
SP,Caconde,6.0,12.0,0.5
BA,Maraú,6.0,8.0,0.75
CE,Iguatu,6.0,18.0,0.3333333333333333
RS,Montenegro,6.0,11.0,0.5454545454545454
PA,Sapucaia,6.0,7.0,0.8571428571428571
MG,Esmeraldas,6.0,20.0,0.3
SP,Torrinha,6.0,7.0,0.8571428571428571
GO,Pontalina,6.0,10.0,0.6
BA,Amargosa,6.0,8.0,0.75
PR,Santo Antônio do Sudoeste,6.0,12.0,0.5
MG,Jaboticatubas,6.0,10.0,0.6
BA,Itarantim,6.0,11.0,0.5454545454545454
GO,Lagoa Santa,6.0,9.0,0.6666666666666666
PR,Capanema,6.0,11.0,0.5454545454545454
GO,Aporé,6.0,11.0,0.5454545454545454
RJ,São José do Vale do Rio Preto,6.0,13.0,0.46153846153846156
MG,Mário Campos,6.0,13.0,0.46153846153846156
PR,Santa Izabel do Oeste,6.0,9.0,0.6666666666666666
SC,Jaguaruna,6.0,12.0,0.5
MG,Pitangui,6.0,12.0,0.5
SC,Imaruí,6.0,14.0,0.42857142857142855
SP,Santa Cruz das Palmeiras,6.0,12.0,0.5
MG,Rio Piracicaba,6.0,10.0,0.6
BA,Ibicaraí,6.0,14.0,0.42857142857142855
MG,Bela Vista de Minas,6.0,10.0,0.6
RJ,Engenheiro Paulo de Frontin,6.0,11.0,0.5454545454545454
BA,Brejões,6.0,10.0,0.6
MG,Entre Rios de Minas,6.0,11.0,0.5454545454545454
RS,Capão do Leão,6.0,9.0,0.6666666666666666
SC,Laguna,6.0,15.0,0.4
BA,Coaraci,6.0,11.0,0.5454545454545454
MG,Brumadinho,6.0,15.0,0.4
MG,Confins,6.0,11.0,0.5454545454545454
MG,Alvinópolis,6.0,8.0,0.75
BA,Guanambi,6.0,10.0,0.6
BA,Presidente Tancredo Neves,6.0,12.0,0.5
RS,São José do Norte,6.0,11.0,0.5454545454545454
RS,São Lourenço do Sul,6.0,12.0,0.5
BA,Laje,6.0,9.0,0.6666666666666666
RS,Canguçu,6.0,12.0,0.5
SP,Espírito Santo do Pinhal,6.0,10.0,0.6
MG,São Geraldo da Piedade,6.0,8.0,0.75
SP,Charqueada,6.0,16.0,0.375
PR,Três Barras do Paraná,6.0,9.0,0.6666666666666666
PR,Santa Tereza do Oeste,6.0,7.0,0.8571428571428571
BA,Iguaí,6.0,9.0,0.6666666666666666
BA,Seabra,6.0,9.0,0.6666666666666666
BA,Itagimirim,6.0,8.0,0.75
MT,Juscimeira,6.0,9.0,0.6666666666666666
SP,Elias Fausto,6.0,9.0,0.6666666666666666
GO,Orizona,6.0,11.0,0.5454545454545454
MT,Poxoréu,6.0,8.0,0.75
PR,Mariópolis,6.0,8.0,0.75
MG,Itaguara,6.0,7.0,0.8571428571428571
MG,Sabinópolis,6.0,13.0,0.46153846153846156
MG,Baldim,6.0,12.0,0.5
MG,Araçaí,6.0,9.0,0.6666666666666666
MG,Ferros,6.0,10.0,0.6
GO,Paranaiguara,6.0,10.0,0.6
BA,Utinga,6.0,8.0,0.75
GO,Gameleira de Goiás,6.0,9.0,0.6666666666666666
PR,Ampére,6.0,12.0,0.5
MG,Santana de Pirapama,6.0,7.0,0.8571428571428571
PR,Medianeira,6.0,12.0,0.5
RS,Itaqui,6.0,9.0,0.6666666666666666
PR,Ouro Verde do Oeste,6.0,8.0,0.75
MG,Cordisburgo,6.0,9.0,0.6666666666666666
MG,Galiléia,6.0,9.0,0.6666666666666666
MG,Fortuna de Minas,6.0,8.0,0.75
MG,Conselheiro Pena,6.0,14.0,0.42857142857142855
SP,Nova Odessa,6.0,18.0,0.3333333333333333
RS,Rosário do Sul,6.0,15.0,0.4
MG,Divinolândia de Minas,6.0,9.0,0.6666666666666666
BA,Belmonte,6.0,8.0,0.75
SP,Indaiatuba,6.0,22.0,0.2727272727272727
MG,Augusto de Lima,6.0,8.0,0.75
PR,Marmeleiro,6.0,12.0,0.5
SP,Águas de Lindóia,6.0,8.0,0.75
PR,Assis Chateaubriand,6.0,9.0,0.6666666666666666
GO,Silvânia,6.0,10.0,0.6
PR,São Miguel do Iguaçu,6.0,16.0,0.375
SP,Pedreira,6.0,18.0,0.3333333333333333
MG,Jequitibá,6.0,11.0,0.5454545454545454
PA,Nova Ipixuna,6.0,8.0,0.75
BA,Bom Jesus da Serra,6.0,8.0,0.75
PR,São João,6.0,9.0,0.6666666666666666
SP,Estiva Gerbi,6.0,11.0,0.5454545454545454
PR,Bela Vista da Caroba,6.0,8.0,0.75
PR,Terra Roxa,6.0,12.0,0.5
PA,Cumaru do Norte,6.0,12.0,0.5
PR,São Jorge d'Oeste,6.0,10.0,0.6
GO,Joviânia,6.0,9.0,0.6666666666666666
MG,Santa Maria do Suaçuí,6.0,8.0,0.75
RS,Poço das Antas,6.0,7.0,0.8571428571428571
BA,Canavieiras,6.0,15.0,0.4
PA,Floresta do Araguaia,6.0,12.0,0.5
SP,Santa Maria da Serra,6.0,7.0,0.8571428571428571
SC,Maracajá,6.0,7.0,0.8571428571428571
RS,Vale Real,6.0,7.0,0.8571428571428571
MG,Martinho Campos,6.0,12.0,0.5
BA,Bonito,6.0,7.0,0.8571428571428571
GO,Doverlândia,6.0,8.0,0.75
SC,Ermo,6.0,8.0,0.75
BA,Ibirataia,6.0,13.0,0.46153846153846156
MG,Pescador,6.0,8.0,0.75
PA,Santana do Araguaia,6.0,12.0,0.5
MT,Alto Araguaia,6.0,10.0,0.6
MG,São Joaquim de Bicas,6.0,11.0,0.5454545454545454
MG,Alpercata,6.0,9.0,0.6666666666666666
MG,Santa Maria de Itabira,6.0,8.0,0.75
BA,Santa Cruz Cabrália,6.0,16.0,0.375
BA,Barra do Choça,6.0,12.0,0.5
PR,Realeza,6.0,11.0,0.5454545454545454
PA,São Geraldo do Araguaia,6.0,10.0,0.6
BA,Camacan,6.0,10.0,0.6
PR,Cafelândia,6.0,9.0,0.6666666666666666
SP,Santa Cruz da Conceição,6.0,8.0,0.75
MG,Japaraíba,6.0,8.0,0.75
MG,Lagoa da Prata,6.0,16.0,0.375
SC,Sombrio,6.0,10.0,0.6
MT,Itiquira,6.0,10.0,0.6
PA,São João do Araguaia,6.0,8.0,0.75
MG,Bom Despacho,6.0,13.0,0.46153846153846156
BA,Ubaíra,6.0,10.0,0.6
MG,Sobrália,6.0,10.0,0.6
SP,Ipeúna,6.0,7.0,0.8571428571428571
GO,Bom Jesus de Goiás,6.0,8.0,0.75
SP,Casa Branca,6.0,9.0,0.6666666666666666
MG,Itatiaiuçu,6.0,8.0,0.75
RS,Butiá,6.0,10.0,0.6
SP,Cravinhos,6.0,9.0,0.6666666666666666
SP,Itararé,6.0,9.0,0.6666666666666666
SP,Nova Campina,6.0,7.0,0.8571428571428571
MA,Mirinzal,6.0,11.0,0.5454545454545454
ES,Sooretama,6.0,12.0,0.5
ES,Jaguaré,6.0,12.0,0.5
SP,Guatapará,6.0,8.0,0.75
MG,Divisa Alegre,6.0,9.0,0.6666666666666666
MG,Santo Antônio do Retiro,6.0,8.0,0.75
MG,Espinosa,6.0,12.0,0.5
MG,Pintópolis,6.0,7.0,0.8571428571428571
SP,Pereiras,6.0,9.0,0.6666666666666666
MG,Várzea da Palma,6.0,11.0,0.5454545454545454
MG,Ibiaí,6.0,10.0,0.6
MG,Águas Vermelhas,6.0,12.0,0.5
SP,Itaberá,6.0,8.0,0.75
